pressure, node, date, time, humidity, ambient_temperature, amperage, wind_speed, imager_temperature
976.3, 30, 13.04.2023, 13:31, 31.5, 1.1, 342.7386, 1, 13.4
976.3, 63, 13.04.2023, 13:31, 31.5, 1.1, 342.7386, 1, 13.5
976.3, 58, 13.04.2023, 13:31, 31.5, 1.1, 322.9129, 1, 8.4
976.3, 31, 13.04.2023, 13:32, 31.6, 1.2, 342.7386, 1, 13.7
976.3, 65, 13.04.2023, 13:32, 31.6, 1.2, 342.7386, 1, 15.4
976.3, 64, 13.04.2023, 13:32, 31.6, 1.2, 342.7386, 1, 13.8
976.3, 33, 13.04.2023, 13:32, 31.6, 1.2, 342.7386, 1, 13.5
976.3, 66, 13.04.2023, 13:32, 31.6, 1.2, 342.7386, 1, 18.3
976.3, 72, 13.04.2023, 13:32, 31.6, 1.2, 342.7386, 1, 8
976.3, 68, 13.04.2023, 13:32, 31.6, 1.2, 345.8544, 1, 13.6
976.3, 34, 13.04.2023, 13:32, 31.6, 1.2, 345.8544, 1, 17.6
976.3, 113, 13.04.2023, 13:32, 31.5, 1.2, 345.8544, 0.3, 16.7
976.3, 35, 13.04.2023, 13:32, 31.5, 1.2, 345.8544, 0.3, 13
976.3, 69, 13.04.2023, 13:32, 31.5, 1.2, 345.8544, 0.3, 18.4
976.3, 114, 13.04.2023, 13:32, 31.5, 1.2, 345.8544, 0.3, 16.6
976.3, 36, 13.04.2023, 13:32, 31.5, 1.2, 345.8544, 0.3, 16.1
976.3, 71, 13.04.2023, 13:32, 31.5, 1.2, 345.8544, 0.3, 17.3
976.3, 37, 13.04.2023, 13:32, 31.5, 1.2, 349.9407, 0.3, 9.1
976.3, 74, 13.04.2023, 13:32, 31.5, 1.2, 349.9407, 0.3, 18.8
976.3, 38, 13.04.2023, 13:32, 31.4, 1.3, 349.9407, 1, 11.5
976.3, 78, 13.04.2023, 13:32, 31.4, 1.3, 157.1948, 1, 11.2
976.3, 39, 13.04.2023, 13:32, 31.4, 1.3, 349.9407, 1, 18.1
976.3, 102, 13.04.2023, 13:32, 31.4, 1.3, 155.4422, 1, 15.7
976.3, 40, 13.04.2023, 13:32, 31.4, 1.3, 347.1654, 1, 12.5
976.3, 104, 13.04.2023, 13:32, 31.4, 1.3, 155.3507, 1, 12.9
976.3, 41, 13.04.2023, 13:33, 30.6, 1.3, 347.1654, 0.9, 22.8
976.3, 105, 13.04.2023, 13:33, 30.6, 1.3, 156.2611, 0.9, 16.8
976.3, 50, 13.04.2023, 13:33, 30.6, 1.3, 356.6777, 0.9, 13.8
976.3, 107, 13.04.2023, 13:33, 30.6, 1.3, 347.1654, 0.9, 19.9
976.3, 51, 13.04.2023, 13:33, 30.6, 1.3, 346.9766, 0.9, 9.4
976.3, 109, 13.04.2023, 13:33, 30.6, 1.3, 156.0016, 0.9, 14.3
976.3, 118, 13.04.2023, 13:33, 30, 1.4, 156.9559, 0.6, 13
976.3, 52, 13.04.2023, 13:33, 30, 1.4, 346.9766, 0.6, 15.6
976.3, 119, 13.04.2023, 13:33, 30, 1.4, 158.0269, 0.6, 15
976.3, 76, 13.04.2023, 13:33, 30, 1.4, 155.5882, 0.6, 27.4
976.3, 121, 13.04.2023, 13:33, 30, 1.4, 157.4719, 0.6, 18.6
976.3, 124, 13.04.2023, 13:33, 29.6, 1.5, 156.2302, 1.2, 18.1
976.3, 88, 13.04.2023, 13:33, 29.6, 1.5, 156.2302, 1.2, 18.2
976.3, 125, 13.04.2023, 13:33, 29.6, 1.5, 157.4719, 1.2, 16.8
976.3, 94, 13.04.2023, 13:33, 29.6, 1.5, 155.5882, 1.2, 13.6
976.3, 95, 13.04.2023, 13:33, 29.6, 1.5, 155.0564, 1.2, 13.7
976.3, 96, 13.04.2023, 13:34, 29.3, 1.5, 155.0564, 1.1, 14.8
976.3, 97, 13.04.2023, 13:34, 29.3, 1.5, 155.5564, 1.1, 8.7
976.3, 98, 13.04.2023, 13:34, 29.3, 1.5, 155.4723, 1.1, 10
976.3, 54, 13.04.2023, 13:32, 31.5, 1.2, 355.2398, 0.3, 7.1
976.3, 116, 13.04.2023, 13:32, 31.4, 1.3, 155.4422, 1, 15.1
976.3, 55, 13.04.2023, 13:32, 31.4, 1.3, 349.9407, 1, 9.2
976.3, 56, 13.04.2023, 13:32, 31.4, 1.3, 341.7769, 1, 8.5
976.3, 117, 13.04.2023, 13:32, 31.4, 1.3, 156.1617, 1, 11.1
976.3, 57, 13.04.2023, 13:32, 31.4, 1.3, 347.1654, 1, 10.6
976.3, 123, 13.04.2023, 13:32, 31.4, 1.3, 155.3507, 1, 13.1
976.3, 58, 13.04.2023, 13:33, 30.6, 1.3, 342.3888, 0.9, 8.6
976.3, 64, 13.04.2023, 13:33, 30.6, 1.3, 347.1654, 0.9, 14.5
976.3, 17, 13.04.2023, 13:33, 30.6, 1.3, 155.3507, 0.9, 17.7
976.3, 18, 13.04.2023, 13:33, 30.6, 1.3, 156.0016, 0.9, 10.5
976.3, 19, 13.04.2023, 13:33, 30, 1.4, 346.9766, 0.6, 18.6
976.3, 54, 13.04.2023, 13:33, 30, 1.4, 352.8679, 0.6, 7.9
976.3, 55, 13.04.2023, 13:33, 29.6, 1.5, 348.0129, 1.2, 10
976.3, 56, 13.04.2023, 13:33, 29.6, 1.5, 349.2487, 1.2, 9.6
976.3, 1, 13.04.2023, 13:33, 29.6, 1.5, 342.4526, 1.2, 15.7
976.3, 57, 13.04.2023, 13:33, 29.6, 1.5, 342.4526, 1.2, 11.7
976.3, 4, 13.04.2023, 13:34, 29.6, 1.5, 331.6091, 1.2, 9.3
976.3, 58, 13.04.2023, 13:34, 29.3, 1.5, 331.6091, 1.1, 10.2
976.3, 6, 13.04.2023, 13:34, 29.3, 1.5, 350.6859, 1.1, 8.3
976.3, 64, 13.04.2023, 13:34, 29.3, 1.5, 342.4526, 1.1, 15.8
976.3, 9, 13.04.2023, 13:34, 29.3, 1.5, 337.3075, 1.1, 16.5
976.3, 72, 13.04.2023, 13:34, 29.3, 1.5, 337.3075, 1.1, 9.8
976.3, 11, 13.04.2023, 13:34, 29.3, 1.5, 337.3075, 1.1, 12.5
976.3, 113, 13.04.2023, 13:34, 29.2, 1.6, 337.3075, 1.2, 19.4
976.3, 12, 13.04.2023, 13:34, 29.2, 1.6, 319.6639, 1.2, 11.4
976.3, 14, 13.04.2023, 13:34, 29.2, 1.6, 341.0427, 1.2, 6.4
976.3, 114, 13.04.2023, 13:34, 29.2, 1.6, 337.3075, 1.2, 18.3
976.3, 54, 13.04.2023, 13:34, 29.2, 1.6, 341.8816, 1.2, 9.2
976.3, 55, 13.04.2023, 13:34, 29.1, 1.6, 342.2326, 0.9, 11
976.3, 56, 13.04.2023, 13:34, 29.1, 1.6, 326.0045, 0.9, 10.8
976.1, 57, 13.04.2023, 13:35, 29.2, 1.6, 344.443, 1, 13.3
976.1, 2, 13.04.2023, 13:35, 29.2, 1.6, 344.443, 1, 14.8
976.1, 58, 13.04.2023, 13:35, 29.2, 1.6, 326.0045, 1, 11.5
976.1, 3, 13.04.2023, 13:35, 29.2, 1.6, 339.8645, 1, 8.5
976.1, 64, 13.04.2023, 13:35, 29.2, 1.6, 339.8645, 1, 17.1
976.1, 5, 13.04.2023, 13:35, 29.2, 1.6, 318.5011, 1, 17.7
976.3, 72, 13.04.2023, 13:35, 30.3, 1.6, 339.8645, 1.2, 10.9
976.3, 7, 13.04.2023, 13:35, 30.3, 1.6, 339.6189, 1.2, 15.9
976.3, 113, 13.04.2023, 13:35, 30.3, 1.6, 339.8645, 1.2, 20.6
976.3, 8, 13.04.2023, 13:35, 30.3, 1.6, 342.0009, 1.2, 13
976.3, 114, 13.04.2023, 13:35, 30.3, 1.6, 340.48, 1.2, 19.6
976.3, 26, 13.04.2023, 13:35, 30.3, 1.6, 340.48, 1.2, 21.1
976.3, 27, 13.04.2023, 13:35, 30.4, 1.7, 340.48, 0.5, 19.6
976.3, 54, 13.04.2023, 13:35, 30.4, 1.7, 342.0009, 0.5, 10.2
976.3, 28, 13.04.2023, 13:35, 30.4, 1.7, 342.0662, 0.5, 20.2
976.3, 55, 13.04.2023, 13:35, 30.4, 1.7, 342.0662, 0.5, 11.9
976.3, 56, 13.04.2023, 13:36, 30.4, 1.7, 320.4896, 0.5, 12.1
976.3, 57, 13.04.2023, 13:36, 30.7, 1.8, 342.0662, 0.2, 14
976.3, 58, 13.04.2023, 13:36, 30.7, 1.8, 311.1554, 0.2, 12.7
976.3, 64, 13.04.2023, 13:36, 30.7, 1.8, 336.1068, 0.2, 18.1
976.3, 72, 13.04.2023, 13:36, 30.8, 1.9, 336.1068, 0.9, 11.8
976.3, 113, 13.04.2023, 13:36, 30.8, 1.9, 335.4232, 0.9, 21.6
976.3, 114, 13.04.2023, 13:36, 30.8, 1.9, 335.4232, 0.9, 20.6
976.3, 54, 13.04.2023, 13:36, 30.4, 2, 310.2728, 0.9, 10.9
976.3, 55, 13.04.2023, 13:36, 30.4, 2, 333.6304, 0.9, 12.4
976.3, 56, 13.04.2023, 13:37, 30.4, 2, 302.8074, 0.9, 12.3
976.3, 1, 13.04.2023, 13:37, 30.1, 1.9, 333.6304, 0.5, 16.1
976.3, 99, 13.04.2023, 13:34, 29.3, 1.5, 155.4723, 1.1, 12
976.3, 100, 13.04.2023, 13:34, 29.2, 1.6, 155.963, 1.2, 13.8
976.3, 101, 13.04.2023, 13:34, 29.2, 1.6, 155.963, 1.2, 16.2
976.3, 110, 13.04.2023, 13:34, 29.2, 1.6, 155.2999, 1.2, 15.6
976.3, 16, 13.04.2023, 13:34, 29.2, 1.6, 341.8816, 1.2, 15.2
976.3, 53, 13.04.2023, 13:34, 29.1, 1.6, 321.6413, 0.9, 9.5
976.3, 112, 13.04.2023, 13:34, 29.1, 1.6, 155.4043, 0.9, 15.6
976.3, 122, 13.04.2023, 13:34, 29.1, 1.6, 342.2326, 0.9, 27.5
976.3, 60, 13.04.2023, 13:34, 29.1, 1.6, 342.2326, 0.9, 21.8
976.3, 61, 13.04.2023, 13:34, 29.1, 1.6, 344.443, 0.9, 13
976.3, 126, 13.04.2023, 13:34, 29.1, 1.6, 344.443, 0.9, 12.3
976.1, 62, 13.04.2023, 13:35, 29.2, 1.6, 344.443, 1, 11
976.1, 63, 13.04.2023, 13:35, 29.2, 1.6, 344.443, 1, 16.1
976.1, 65, 13.04.2023, 13:35, 29.2, 1.6, 339.8645, 1, 21.2
976.3, 66, 13.04.2023, 13:35, 30.3, 1.6, 339.8645, 1.2, 23.8
976.3, 68, 13.04.2023, 13:35, 30.3, 1.6, 339.8645, 1.2, 23.4
976.3, 69, 13.04.2023, 13:35, 30.3, 1.6, 340.48, 1.2, 22.1
976.3, 71, 13.04.2023, 13:35, 30.4, 1.7, 340.48, 0.5, 24.1
976.3, 74, 13.04.2023, 13:35, 30.4, 1.7, 340.48, 0.5, 25.5
976.3, 78, 13.04.2023, 13:35, 30.4, 1.7, 155.8223, 0.5, 13.6
976.3, 102, 13.04.2023, 13:36, 30.7, 1.8, 154.7227, 0.2, 17.4
976.3, 104, 13.04.2023, 13:36, 30.7, 1.8, 154.5505, 0.2, 15.3
976.3, 105, 13.04.2023, 13:36, 30.7, 1.8, 155.8349, 0.2, 24
976.3, 107, 13.04.2023, 13:36, 30.8, 1.9, 336.1068, 0.9, 24.6
976.3, 109, 13.04.2023, 13:36, 30.8, 1.9, 153.3432, 0.9, 20.2
976.3, 118, 13.04.2023, 13:36, 30.8, 1.9, 155.0274, 0.9, 17.8
976.3, 119, 13.04.2023, 13:36, 30.8, 1.9, 155.7615, 0.9, 20.2
976.3, 121, 13.04.2023, 13:36, 30.4, 2, 155.7615, 0.9, 19
976.3, 124, 13.04.2023, 13:36, 30.4, 2, 155.0827, 0.9, 20.3
976.3, 125, 13.04.2023, 13:37, 30.4, 2, 156.1216, 0.9, 17.7
976.3, 57, 13.04.2023, 13:37, 30.1, 1.9, 333.6304, 0.5, 14.3
976.3, 4, 13.04.2023, 13:37, 30.1, 1.9, 303.8113, 0.5, 11.1
976.3, 58, 13.04.2023, 13:37, 30.1, 1.9, 303.8113, 0.5, 12.8
976.3, 6, 13.04.2023, 13:37, 30.1, 1.9, 309.1946, 0.5, 10.2
976.3, 64, 13.04.2023, 13:37, 30.1, 1.9, 331.5296, 0.5, 18
976.3, 9, 13.04.2023, 13:37, 30.2, 1.9, 331.5296, 1.3, 18.2
976.3, 72, 13.04.2023, 13:37, 30.2, 1.9, 331.5296, 1.3, 11.8
976.3, 11, 13.04.2023, 13:37, 30.2, 1.9, 333.7882, 1.3, 14.7
976.3, 113, 13.04.2023, 13:37, 30.2, 1.9, 333.7882, 1.3, 21.3
976.3, 12, 13.04.2023, 13:37, 30.2, 1.9, 305.8599, 1.3, 12.4
976.3, 114, 13.04.2023, 13:37, 30.2, 1.9, 333.7882, 1.3, 20.5
976.3, 14, 13.04.2023, 13:37, 30.2, 1.9, 309.3233, 1.3, 7
976.3, 17, 13.04.2023, 13:37, 30.2, 2, 154.4973, 1.3, 20.5
976.3, 54, 13.04.2023, 13:37, 30.2, 2, 311.5301, 1.3, 11.1
976.3, 16, 13.04.2023, 13:37, 30.2, 2, 311.5301, 1.3, 17.4
976.3, 18, 13.04.2023, 13:37, 30.2, 2, 154.377, 1.3, 16.1
976.3, 53, 13.04.2023, 13:38, 30.2, 2, 314.4776, 1.3, 10.7
976.3, 55, 13.04.2023, 13:38, 30.2, 2, 338.4603, 1.3, 12.5
976.3, 60, 13.04.2023, 13:38, 30.2, 2, 338.4603, 1.3, 23.7
976.3, 56, 13.04.2023, 13:38, 30.2, 2, 314.4776, 1.3, 12.7
976.3, 19, 13.04.2023, 13:38, 30.2, 2, 314.4776, 1.3, 22.1
976.3, 61, 13.04.2023, 13:38, 29.4, 2.1, 344.2276, 0.5, 14.6
976.3, 57, 13.04.2023, 13:38, 29.4, 2.1, 344.2276, 0.5, 14.4
976.3, 20, 13.04.2023, 13:38, 29.4, 2.1, 319.1014, 0.5, 5
976.3, 62, 13.04.2023, 13:38, 29.4, 2.1, 344.2276, 0.5, 13.5
976.3, 58, 13.04.2023, 13:38, 29.4, 2.1, 319.1014, 0.5, 13.4
976.3, 21, 13.04.2023, 13:38, 29.4, 2.1, 314.3874, 0.5, 21.1
976.3, 63, 13.04.2023, 13:38, 29.4, 2.1, 344.2276, 0.5, 18.1
976.3, 64, 13.04.2023, 13:38, 29.4, 2.1, 344.2276, 0.5, 18.5
976.1, 22, 13.04.2023, 13:38, 28.9, 2.1, 314.3874, 0.4, 18.2
976.1, 65, 13.04.2023, 13:38, 28.9, 2.1, 343.2898, 0.4, 23.5
976.1, 72, 13.04.2023, 13:38, 28.9, 2.1, 343.2898, 0.4, 12.3
976.1, 66, 13.04.2023, 13:38, 28.9, 2.1, 343.2898, 0.4, 24.9
976.1, 23, 13.04.2023, 13:38, 28.9, 2.1, 155.3813, 0.4, 11.1
976.1, 113, 13.04.2023, 13:38, 28.9, 2.1, 343.2898, 0.4, 22
976.1, 68, 13.04.2023, 13:38, 28.9, 2.1, 343.2898, 0.4, 23.8
976.1, 24, 13.04.2023, 13:38, 28.9, 2.1, 155.3813, 0.4, 19.9
976.1, 114, 13.04.2023, 13:38, 28.9, 2.1, 343.2898, 0.4, 21.1
976.3, 69, 13.04.2023, 13:38, 28.7, 2.2, 341.1481, 0.5, 23.2
976.3, 25, 13.04.2023, 13:38, 28.7, 2.2, 341.1481, 0.5, 14.9
976.3, 54, 13.04.2023, 13:38, 28.7, 2.2, 313.2406, 0.5, 11.5
976.3, 71, 13.04.2023, 13:39, 28.7, 2.2, 341.1481, 0.5, 26.2
976.3, 55, 13.04.2023, 13:39, 28.7, 2.2, 341.1481, 0.5, 13.1
976.3, 42, 13.04.2023, 13:39, 28.7, 2.2, 341.1481, 0.5, 17.9
976.3, 74, 13.04.2023, 13:39, 28.7, 2.2, 341.1481, 0.5, 28.3
976.1, 56, 13.04.2023, 13:39, 28.6, 2.3, 324.0187, 1.2, 13.2
976.1, 44, 13.04.2023, 13:39, 28.6, 2.3, 340.5195, 1.2, 22
976.1, 78, 13.04.2023, 13:39, 28.6, 2.3, 156.4938, 1.2, 14.6
976.1, 57, 13.04.2023, 13:39, 28.6, 2.3, 340.5195, 1.2, 14.7
976.1, 2, 13.04.2023, 13:39, 28.6, 2.3, 340.5195, 1.2, 15.6
976.1, 102, 13.04.2023, 13:39, 28.6, 2.3, 154.57, 1.2, 17.1
976.1, 45, 13.04.2023, 13:39, 28.6, 2.3, 340.5195, 1.2, 20.3
976.1, 58, 13.04.2023, 13:39, 28.6, 2.3, 329.5137, 1.2, 13.3
976.1, 3, 13.04.2023, 13:39, 28.6, 2.3, 340.5195, 1.2, 9.1
976.1, 104, 13.04.2023, 13:39, 28.6, 2.3, 154.57, 1.2, 16.5
976.1, 47, 13.04.2023, 13:39, 28.6, 2.3, 340.5195, 1.2, 17.4
976.1, 5, 13.04.2023, 13:39, 28.7, 2.3, 329.5137, 1.7, 18.5
976.1, 64, 13.04.2023, 13:39, 28.7, 2.3, 341.2523, 1.7, 18.4
976.3, 52, 13.04.2023, 13:37, 30.2, 1.9, 305.8599, 1.3, 16.7
976.3, 123, 13.04.2023, 13:37, 30.2, 1.9, 154.4973, 1.3, 16.6
976.3, 76, 13.04.2023, 13:37, 30.2, 1.9, 154.4973, 1.3, 22.9
976.3, 88, 13.04.2023, 13:37, 30.2, 2, 155.8183, 1.3, 22.4
976.3, 94, 13.04.2023, 13:38, 30.2, 2, 154.377, 1.3, 15.6
976.3, 95, 13.04.2023, 13:38, 30.2, 2, 154.377, 1.3, 16
976.3, 96, 13.04.2023, 13:38, 29.4, 2.1, 154.377, 0.5, 17.1
976.3, 97, 13.04.2023, 13:38, 29.4, 2.1, 154.9683, 0.5, 10.8
976.3, 98, 13.04.2023, 13:38, 29.4, 2.1, 154.9683, 0.5, 13.4
976.3, 99, 13.04.2023, 13:38, 29.4, 2.1, 154.9683, 0.5, 12.9
976.1, 100, 13.04.2023, 13:38, 28.9, 2.1, 155.3813, 0.4, 16.2
976.1, 101, 13.04.2023, 13:38, 28.9, 2.1, 155.3813, 0.4, 16.6
976.1, 110, 13.04.2023, 13:38, 28.9, 2.1, 155.3813, 0.4, 16.9
976.3, 112, 13.04.2023, 13:38, 28.7, 2.2, 155.3619, 0.5, 17.3
976.3, 122, 13.04.2023, 13:39, 28.7, 2.2, 341.1481, 0.5, 25.8
976.3, 126, 13.04.2023, 13:39, 28.7, 2.2, 341.1481, 0.5, 14.2
976.1, 102, 13.04.2023, 13:49, 31.5, 1.1, 154.9487, 2.4, 14
976.1, 104, 13.04.2023, 13:49, 32, 1.2, 155.3148, 3.2, 12.2
976.1, 105, 13.04.2023, 13:49, 32, 1.2, 156.0271, 3.2, 11.8
976.1, 107, 13.04.2023, 13:49, 32, 1.2, 357.7035, 3.2, 15.7
976.1, 109, 13.04.2023, 13:49, 32.3, 1.2, 154.7208, 3.3, 10.9
976.1, 118, 13.04.2023, 13:49, 32.3, 1.2, 155.7701, 3.3, 11
976.1, 119, 13.04.2023, 13:49, 32.3, 1.2, 155.9614, 3.3, 11.1
976.1, 121, 13.04.2023, 13:49, 33.3, 1.2, 156.0945, 1.1, 14.9
976.1, 124, 13.04.2023, 13:49, 33.3, 1.2, 156.1287, 1.1, 13.8
976.1, 125, 13.04.2023, 13:50, 33.3, 1.2, 156.0945, 1.1, 14
976.1, 64, 13.04.2023, 13:51, 33.7, 1.4, 374.7937, 2.5, 14.1
976.1, 72, 13.04.2023, 13:51, 33.7, 1.4, 374.7937, 2.5, 7.9
976.1, 113, 13.04.2023, 13:51, 34.6, 1.4, 374.4189, 2.2, 17.2
976.1, 114, 13.04.2023, 13:51, 34.6, 1.4, 374.4189, 2.2, 17.4
976.1, 78, 13.04.2023, 13:52, 35.1, 1.4, 157.9633, 2.2, 11.1
976.1, 19, 13.04.2023, 13:52, 35.1, 1.4, 360.9342, 2.2, 17.2
976.1, 26, 13.04.2023, 13:52, 34.8, 1.5, 377.0125, 2.5, 16.7
976.1, 58, 13.04.2023, 13:52, 34.8, 1.5, 360.9342, 2.5, 9.9
976.1, 102, 13.04.2023, 13:52, 34.8, 1.5, 155.6496, 2.5, 15.9
976.1, 20, 13.04.2023, 13:52, 34.8, 1.5, 360.9342, 2.5, 2.9
976.1, 27, 13.04.2023, 13:52, 34.8, 1.5, 377.0125, 2.5, 15.9
976.1, 64, 13.04.2023, 13:52, 34.8, 1.5, 377.0125, 2.5, 15.3
976.1, 104, 13.04.2023, 13:52, 34.8, 1.5, 155.6496, 2.5, 13.6
976.1, 28, 13.04.2023, 13:52, 34.8, 1.5, 377.0125, 2.5, 15.8
976.1, 105, 13.04.2023, 13:39, 28.7, 2.3, 155.0518, 1.7, 23
976.1, 7, 13.04.2023, 13:39, 28.7, 2.3, 319.9629, 1.7, 17
976.1, 48, 13.04.2023, 13:39, 28.7, 2.3, 341.2523, 1.7, 16
976.1, 72, 13.04.2023, 13:39, 28.7, 2.3, 341.2523, 1.7, 12.3
976.1, 107, 13.04.2023, 13:39, 28.7, 2.3, 341.2523, 1.7, 23.2
976.1, 8, 13.04.2023, 13:39, 28.7, 2.3, 319.9629, 1.7, 13.4
976.1, 59, 13.04.2023, 13:39, 28.7, 2.3, 341.2523, 1.7, 18.7
976.1, 113, 13.04.2023, 13:39, 28.7, 2.3, 341.2523, 1.7, 21.8
976.1, 109, 13.04.2023, 13:39, 28.7, 2.3, 153.3845, 1.7, 18.1
976.1, 26, 13.04.2023, 13:39, 28.7, 2.3, 341.2523, 1.7, 21.1
976.1, 114, 13.04.2023, 13:39, 29.3, 2.2, 343.2266, 1.1, 20.7
976.1, 118, 13.04.2023, 13:39, 29.3, 2.2, 155.4109, 1.1, 15.4
976.1, 75, 13.04.2023, 13:39, 29.3, 2.2, 154.1413, 1.1, 12.6
976.1, 27, 13.04.2023, 13:39, 29.3, 2.2, 343.2266, 1.1, 19.5
976.1, 119, 13.04.2023, 13:40, 29.3, 2.2, 156.0463, 1.1, 16.3
976.1, 54, 13.04.2023, 13:40, 29.3, 2.2, 326.4443, 1.1, 10.9
976.1, 77, 13.04.2023, 13:40, 29.3, 2.2, 156.0463, 1.1, 13.1
976.1, 28, 13.04.2023, 13:40, 29.3, 2.2, 343.2266, 1.1, 19.5
976.1, 121, 13.04.2023, 13:40, 29.3, 2.2, 156.0463, 1.1, 15.5
976.1, 55, 13.04.2023, 13:40, 29.3, 2.2, 343.2266, 1.1, 12.1
